940	660
940	931
1251	1235
1264	43
1340	415
1348	1126
1393	1323
1879	1715
1952	1126
2035	1916
2313	1519
2429	2156
2480	1424
2486	1803
2624	1235
2640	43
2640	1264
2696	1803
2706	888
2746	1934
2787	1126
2893	2640
2944	1342
3062	408
3133	2156
3133	2429
3143	660
3262	2640
3344	1323
3371	1126
3562	1264
3562	2640
3569	415
3781	3743
3858	1934
3865	723
3984	1424
3997	3565
4052	3994
4102	1256
4140	3994
4145	3994
4157	2073
4166	3221
4221	1803
4226	3994
4233	1256
4244	132
4246	888
4397	3743
4403	3994
4414	1765
4452	2938
4479	1323
4485	252
4552	1803
4555	3743
4588	1479
4592	1934
4660	3217
4670	1499
4738	132
4753	3743
4773	57
4798	3221
4825	1803
4834	1423
4840	3994
4897	3217
4979	1803
5025	415
5097	3994
5119	3819
5137	3994
5231	3994
5257	436
5317	3994
5401	3994
5404	3819
5405	888
5422	3994
5471	3994
5521	2640
5532	1126
5579	5282
5595	3994
5605	3997
5718	3217
5752	5350
5780	1803
5825	2098
5873	3994
5881	1424
5890	2217
5906	3994
5927	3994
5937	3994
5950	3994
5983	1431
5995	2640
5997	3994
6002	3994
6030	3217
6061	1323
6113	3994
6127	3221
6146	1698
6151	6022
6186	3217
6242	1250
6242	2690
6252	3994
6262	3408
6262	4329
6264	3994
6269	1323
6269	4194
6303	3994
6392	1126
6415	3217
6456	3994
6464	1803
6512	3994
6558	2436
6561	3217
6602	3743
6604	1803
6629	3743
6720	3221
6764	2098
6787	3994
6825	6582
6914	780
6989	1410
7027	3994
7039	3994
7071	3819
7086	3994
7131	1323
7166	5769
7174	3997
7179	3994
7226	3994
7235	1393
7238	888
7244	3994
7260	3994
7261	436
7307	936
7330	3743
7353	3994
7364	1323
7393	3217
7438	3321
7471	3994
7556	3743
7579	3819
7620	3217
7637	708
7649	3819
7698	3743
7700	2368
7705	3819
7717	3582
7719	4029
7731	3997
7744	1126
7799	3819
7807	1126
7834	3427
7896	1256
7922	3994
7924	3217
7990	6242
8015	3994
8027	1803
8087	4882
8105	43
8105	1264
8105	2640
8105	5521
8111	277
8128	3217
8142	7524
8176	1410
8268	3997
8273	3994
8300	1511
8320	3217
8323	3994
8362	439
8369	3994
8375	1410
8388	1424
8405	3393
8422	6557
8462	3994
8469	1499
8480	940
8509	3221
8587	4126
8616	2359
8688	2587
8706	3994
8722	888
8758	7037
8796	1511
8800	2285
8835	1256
8874	3994
8888	3217
8893	8476
8903	3217
8923	6937
8925	5208
8939	1268
8964	2938
8982	197
8993	3217
8997	6557
9012	3743
9024	3217
9036	3743
9066	3994
9070	1803
9099	3994
9102	3397
9112	6557
9113	6933
9118	3994
9126	6157
9147	2603
9200	6453
9213	3994
9220	197
9220	6969
9239	2359
9244	4619
9257	7264
9260	660
9272	1934
9283	3743
9294	4017
9320	1323
9320	8925
9323	1256
9336	4445
9375	1256
9383	3994
9402	7037
9430	1323
9452	3994
9482	2368
9512	3994
9521	7599
9536	7628
9561	1126
9569	3743
9605	3994
9610	888
9652	888
9655	9355
9706	348
9717	723
9725	1268
9725	5253
9725	7209
9730	3221
9758	3994
9794	1433
9813	3994
9828	3217
9848	3994
9952	3994
10005	3994
10021	3393
10042	1323
10110	5088
10134	3994
10147	7037
10191	1126
10205	1408
10275	3582
10286	9218
10341	3812
10367	3994
10408	415
10416	4882
10418	1511
10462	888
10479	4017
10497	5735
10503	3819
10521	3994
10543	3994
10603	3355
10604	4017
10616	6892
10623	4973
10623	5478
10660	3994
10676	3994
10709	3994
10716	2640
10716	5995
10716	7599
10722	1323
10722	4194
10727	1323
10727	10722
10728	3997
10728	6933
10739	3743
10770	3994
10794	9893
10849	3994
10872	2917
10872	8645
10893	3994
10951	3743
10968	1323
10968	2938
10968	4194
10968	4580
10980	3217
10986	3994
11003	3994
11036	3994
11055	3994
11056	8434
11097	3994
11148	3994
11155	3994
11175	6557
11186	10941
11205	3994
11218	3743
11220	3812
11220	8004
11231	1803
11238	1323
11238	3394
11238	7599
11284	3994
11377	5486
11381	10327
11455	888
11458	338
11458	660
11458	9260
11458	10968
11481	10034
11499	3743
11541	1148
11545	3217
11546	11285
11550	3994
11554	1803
11559	3819
11576	415
11583	3994
11590	1803
11602	8398
11638	3217
11669	3217
11738	7908
11771	1256
11779	10494
11812	9392
11828	1433
